id,name,surname,city,street,street_number,postal_code
32565921,Anatol,Pazura,Terespol,Wojnicka,1148,91-420
43567413,Wiesław,Majewski,Kowalewo Pomorskie,Rybaki,342,26-122
299076260,Edmund,Partyka,Przecław,Zagaje,867,61-424
343982,Piotr,Abakanowicz,Legionowo,Kaponiera Rondo,352,55-691
497882361,Marzanna,Orlińska,Myślenice,Przybylskiego Józefa,54,83-973
396231257,Marzena,Krauze,Gołańcz,Dróżnicka,1230,36-472
45539614,Zenon,Zagumny,Ruciane-Nida,Firlika Franciszka,973,60-000
361576493,Seweryn,Suwart,Opatów,Kurasia Ferdynanda,1350,84-504
125472586,Kornelia,Leja,Karczew,Pod Skałą,130,05-920
185215378,Nika,Uryga,Lubartów,Wróblewskiego Zygmunta,1135,51-967
549301803,Oliwier,Czyszek,Wielichowo,Zambrowska,20,50-902
135845988,Cezary,Tarkowski,Wschowa,Korbutowej Ludmiły,109,39-408
83908483,Teodor,Dziurawiec,Wolin,Skarbińskiego Stanisława,306,22-987
95044775,Jurek,Świnarski,Łochów,Długosza Jana,649,18-600
102272936,Igor,Zawiślak,Opatów,Szeherezady,1217,54-759
70654082,Borys,Jabłonowski,Bystrzyca Kłodzka,3 Maja,560,59-019
398223837,Gaja,Gardocka,Marki,Halicka,161,96-575
58601745,Majka,Janowska,Szydłowiec,Zimna,225,36-838
215897737,Teofil,Abramczyk,Sulejówek,Sucharskiego Henryka,113,73-634
188936660,Henryka,Bareja,Nowe Skalmierzyce,Kozienicka,459,07-626
2414223,Jula,Górska,Tłuszcz,Ratajskiego Cyryla,1363,39-538
336246960,Ala,Gancarczyk,Kałuszyn,Grodzka,400,98-978
74069853,Wojciech,Klimczuk,Opole,Koralowa,596,63-167
151349916,Jowita,Larek,Lubraniec,Galla Anonima,387,29-774
24876757,Janek,Rybiński,Serock,Zabrzańska,665,82-004
150820890,Lucjan,Wruk,Brok,Podskale,736,21-578
50737375,Edward,Błachowski,Sieradz,Wawerska,1170,91-332
123474511,Mieczysław,Suchecki,Mikołów,Pronia Stanisława,230,80-268
170656791,Patrycja,Weryszko,Maków Mazowiecki,Rumiankowa,821,60-458
406631784,Kryspian,Remiszewski,Nasielsk,Powidzka,1171,13-884
27833430,Radek,Borowski,Siewierz,Pola Wincentego,540,62-119
143292726,Bożenna,Krajewska,Wieliczka,Puszkarska,8,42-175
333435697,Nikola,Pietraszek,Mieroszów,Świętego Tomasza,732,91-655
332069902,Izrael,Warzager,Bychawa,Baczyńskiego Krzysztofa,1269,43-246
178644539,Odetta,Wójcik,Bytom,Bosa,379,28-093
77384731,Tobiasz,Gogolewski,Golub-Dobrzyń,Stwosza Wita,828,76-978
56693256,Lenka,Porowska,Miasteczko Śląskie,Wietora Hieronima,1243,22-260
99508720,Aleksy,Piwarski,Złocieniec,Wojciechowskiego Zygmunta,1021,56-978
58643677,Dagmar,Samsonowicz,Płońsk,Paulińska,325,31-618
517553846,Hortensja,Maćkowiak,Drohiczyn,Rostafińskiego Józefa,204,63-258
6460523,Jerzy,Makowski,Brzeziny,Jasiukowicza Stanisława,1292,93-359
133032329,Aldona,Brzana,Mikstat,Stachowicza Michała,46,94-806
3156295,Julian,Skibiński,Sępólno Krajeńskie,Izbicka,1103,75-663
101710114,Waldemar,Majewski,Żmigród,Cieplicka,138,27-198
53043300,Beata,Słowakiewicz,Modliborzyce,Sadzawki,930,49-937
520071573,Błażej,Narkiewicz,Sobótka,Rzewuskiego Wacława,1032,46-409
74697424,Benedykta,Kasprzyk,Serock,Prząśniczki,1092,65-716
88162608,Patryk,Surma,Oława,Szopkarzy,617,33-961
302096966,Lusia,Rutowicz,Kalisz Pomorski,Ławnicza,1088,57-898
19898344,Franciszek,Szczepanik,Mieszkowice,Bychawska,41,42-714
205978615,Ksawery,Muszyński,Przeworsk,Doleńska,265,06-890
42690825,Marysia,Warzager,Tykocin,Niepołomska,624,79-472
227149322,Ambrozja,Wesołowska,Oborniki Śląskie,Przedpole,823,95-891
8543356,Bartek,Tomankiewicz,Zwierzyniec,Kolista,160,55-496
43889686,Wyszomir,Kłosowski,Gogolin,Prusa Bolesława,923,14-514
242070755,Ambroży,Górzyński,Leżajsk,Sidzińska,915,37-876
251057805,Bolesław,Suchecki,Kwidzyn,Jana Kazimierza,211,05-300
419436065,Jagoda,Podsiadło,Ośno Lubuskie,Librowszczyzna,273,06-275
277788625,Zenon,Bużeński,Leszno,Żniniewiczów Janiny I Jana,366,74-969
71182689,Gniewomir,Kłosowski,Skoki,Dobrowita,997,25-163
477257689,Stefania,Glinka,Dzierżoniów,Armii Kraków,853,41-661
85708303,Hektor,Grocholski,Pabianice,Irzykowskiego Karola,143,62-206
3299331,Czarek,Olechowski,Tomaszów Lubelski,Miła,380,19-974
518211374,Balbina,Waglewska,Łaskarzew,Wrzesińska,76,22-266
414241874,Natalia,Świetlicka,Kluczbork,Jaglarzów Michała I Stanisława,1129,41-429
211602524,Józefa,Mejsztowicz,Września,Warszauera Jonatana,859,67-753
246638760,Estera,Karwowska,Czempiń,Drewlańska,351,41-071
300512193,Filip,Królicki,Kolno,Łukasiewicza Ignacego,657,94-672
95439041,Zbyszek,Wołk-Lewanowicz,Łasin,Pańska,1368,67-071
144322836,Marzenna,Świerczewska,Książ Wielkopolski,27 Grudnia,91,42-380
165935567,Augustyna,Rogalska,Grybów,Siostry Faustyny,667,73-930
51021017,Horacy,Jaśkiewicz,Głuchołazy,Urszulki,294,81-754
397763227,Antonina,Gondz,Janów Lubelski,Elizy Orzeszkowej,967,16-539
31907757,Ignacja,Witczyk,Żerków,Krawiecka,1238,90-506
30652763,Judyta,Zych,Żarki,Kołodzieja,532,24-772
183725028,Magdalena,Dzielska,Bisztynek,Laskowa,786,45-518
74317723,Laura,Wesołowska,Krośniewice,Heleny,1169,26-620
1207236,Hortensja,Semik,Piaseczno,Piotrowska,370,16-154
36934383,Klaudia,Roszkowska,Strzyżów,Szczegów,386,39-716
16321244,Daria,Różycka,Cieszanów,Pelplińska,442,79-052
76090478,Bolesław,Biernacki,Grodzisk Wielkopolski,Chmielowskiego Adama,1376,81-759
133077641,Boguchwała,Umińska,Zagórów,Turniowa,755,19-989
24979884,Kornel,Skoczylas,Tolkmicko,Rzepakowa,196,67-799
135850162,Grzymisława,Moraczewska,Twardogóra,Zbydniowicka,1176,75-649
138729777,Artem,Konieczko,Warka,Kurlandzka,925,14-452
57829525,Dawid,Mączyński,Sławno,Wąska,573,53-311
161301994,Dioniza,Kowalska,Tykocin,Ceglarska,509,63-203
464583641,Bożydar,Fijewski,Tyszowce,Bylicowa,1135,89-066
42422519,Zbyszek,Wilkoszewski,Nakło nad Notecią,Szafirowa,595,11-185
65580900,Daria,Siczek,Nowa Ruda,Jarockiego Władysława,1287,77-991
119594038,Mateusz,Jałoszyński,Libiąż,Lanckorońska,1058,11-524
17697846,Gabriel,Przeździecki,Pszów,Gnieźnieńska,556,45-298
5084235,Martyna,Wnorowska,Miłomłyn,Kawiory,620,41-641
570778661,Izabela,Małłek,Garwolin,Opalińskiego Łukasza,404,33-650
249220712,Krzysztof,Mleczko,Kępno,Białoborska,797,74-621
261645270,Gerald,Ciechanowski,Zagórów,Sławkowska,144,99-637
182938989,Lidka,Zawiślak,Szczawno-Zdrój,Sulechowska,788,43-564
31028006,Hugo,Walczak,Strzelce Opolskie,Śpiewaków,647,28-352
260385950,Jula,Szojda,Legnica,Pasieczna,835,64-689
227311379,Wiola,Wilczyńska,Wysokie Mazowieckie,Płaszowska,175,83-508
63577009,Leoncjusz,Sieradzan,Gogolin,Korepty Jana,538,31-089
331613627,Benedykta,Stoch,Janów Lubelski,Zjazd,628,90-853
352845357,Michalina,Żyborska,Chociwel,Rybitwy,606,83-977
13359734,Hipolit,Szajda,Kalisz,Artystów,387,94-745
63487726,Michalina,Bielicka,Lubań,Ludwinowska,770,65-304
500333548,Jagienka,Zajączkowska,Kędzierzyn-Koźle,Kryniczna,252,36-743
164744175,Rudolf,Czech,Cybinka,Skarbka Fryderyka,1182,50-122
340290682,Ildefonsa,Walczak,Piotrków Trybunalski,Karpacka,1111,06-898
523401238,Ziemowit,Tarczyński,Darłowo,Kossaka Juliusza,1137,29-369
156175046,Konstanty,Narkiewicz,Czarna Woda,Zagajnikowa,1003,33-000
2954603,Antonia,Kołodziej,Ostrów Mazowiecka,Jaglarzów Michała I Stanisława,1399,69-855
32040308,Mikołaj,Kijański,Prusice,Wapienna,963,67-065
12343839,Aniela,Orłowska,Kamieńsk,Koźmiana Kajetana,1031,85-397
44388833,Ryszard,Waligórski,Włodawa,Łąkowa,1400,61-560
35972430,Antonina,Szpanowska,Brzeszcze,Mościckiego Ignacego,640,58-455
41493989,Mieczysław,Hejmo,Prószków,Domowa,519,77-702
256907439,Maja,Partyka,Łódź,Oboźna,668,42-965
174241158,Aga,Kaczmarska,Janikowo,Maryewskiego Franciszka,100,79-347
160455827,Anatol,Galewicz,Bolków,Sochaczewska,975,66-531
83590217,Aldona,Zając,Nowe Skalmierzyce,Bojki Jakuba,1384,20-287
393544001,Franciszka,Jagiełło,Bełchatów,Barbary,980,13-641
324958178,Hieronim,Maniura,Ząbkowice Śląskie,Augusta Zygmunta,260,87-064
210945203,Marleta,Kowal,Trzemeszno,Baziaka Eugeniusza,523,05-990
545254163,Marcella,Buczyńska,Żnin,Podzamcze,1232,95-652
79087965,Bernadeta,Wąsiel,Turek,Nowotomyska,614,73-425
8192465,Gertruda,Rutowicz,Pabianice,Gorczyczewskiego Jana,422,38-117
29678190,Lesław,Niewiadomski,Krzywiń,Na Klińcu,201,01-606
85071308,Angela,Turczyńska,Solec Kujawski,Kazimierza Wielkiego,475,80-848
37256566,Bogna,Staszewska,Oświęcim,Przełęcz,577,91-174
45216188,Mateusz,Rzepecki,Nowe Miasto nad Pilicą,Słona Woda,560,70-952
1631151,Tomek,Tatarkiewicz,Legionowo,Kleparski Rynek,1212,35-053
61354169,Samuela,Umińska,Opoczno,Grajewska,529,51-907
21843037,Wacław,Kaczorowska,Dobrzyń nad Wisłą,Szreniawska,493,11-483
6454633,Judyta,Pazura,Mszczonów,Staromostowa,662,59-907
550789264,Karola,Przewalska,Mikołajki,Gubińska,297,08-797
158802185,Jakub,Kukiz,Wschowa,Bratkowa,206,87-618
222274690,Benedykta,Ryba,Syców,Wybudowanie,165,15-558
4210329,Antonia,Siudek,Chojna,Lubomirskiego Aleksandra,1069,84-132
53566746,Matylda,Pardecka,Niepołomice,Gajówka,694,67-319
27229633,Arek,Witczak,Wągrowiec,Juranda Ze Spychowa,145,90-673
31249321,Witek,Niemojowski,Ruda Śląska,Do Obserwatorium,1010,40-804
44753384,Adolf,Pośpiech,Dobiegniew,Ku Dębinie,1196,31-148
118328647,Jarek,Gawlik,Lipsk,Gospodarcza,1077,82-604
466085893,Weronika,Świetlicka,Poręba,Zapusta,1050,54-058
267331858,Józef,Andrzejewski,Bystrzyca Kłodzka,Andrusikiewicza Jana Kantego,1340,47-477
154896210,Apoloniusz,Tworzewski,Opole,Leszczynowa,1354,00-377
26306155,Jurek,Kołłątaj,Trzebinia,Marii Dąbrowskiej,24,46-558
4520418,Horacy,Słabowski,Korsze,Inowrocławska,711,51-405
13191624,Ksawery,Świerczewski,Siemiatycze,Urbanistów,489,19-430
447261764,Lucyna,Karpińska,Gniewkowo,Marusarzówny Heleny,668,13-540
441017189,Hildegarda,Bużeńska,Jabłonowo Pomorskie,Kantorowicka,950,87-099
171161994,Sława,Romańska,Baborów,Lęborska,1239,47-420
255710625,Iliana,Zawadzki,Nowy Targ,Barwicka,1015,48-312
170602823,Kołodziej,Kurski,Suchowola,Wodzickich,960,96-856
502755467,Penelopa,Gardocka,Zwoleń,Augustiańska,332,63-390
206715552,Maksyma,Smolik,Wałcz,Stattlera Wojciecha,871,05-661
9545809,Dobiesław,Łagodzki,Brusy,Mrągowska,569,41-431
159575391,Pankracy,Łagodzki,Swarzędz,Rybnicka,956,52-943
274666554,Konstanty,Jurczyk,Wleń,Ruciana,620,62-008
2080637,Jonasz,Kalinowski,Kożuchów,Świętego Brata Alberta,799,45-438
452375208,Lucyna,Podgórska,Szklarska Poręba,Żubrowa,1330,01-524
117096482,Izrael,Jurczyk,Rypin,Bielańska,591,06-169
124379630,Teresa,Kaczmarska,Olszyna,Urodzajna,591,96-829
186703825,Barbara,Witczak,Bolesławiec,Marii Dąbrowskiej,1328,14-823
170883699,Antonina,Stróżek,Warszawa,Kwiatów Polskich,1065,30-238
175089313,Maciej,Szafarz,Słomniki,Wielkopolska,575,35-605
230030834,Augustyna,Lasocka,Starachowice,Pod Sikornikiem,1108,12-804
229265390,Grzegorz,Dziubiński,Kańczuga,Za Cytadelą,485,03-885
114879167,Bolesław,Skubiszewski,Polanów,Kanałowa,692,03-896
9569831,Sobiesław,Górka,Suchań,Rybaki,55,65-798
3904437,Darzybór,Wojnar,Wieruszów,Strzelca,1040,77-923
10990493,Ariadna,Wójczyk,Piotrków Kujawski,Józefitów,957,77-314
403687130,Antonina,Szabelska,Węgliniec,Staszczyka Adama,647,90-575
519841087,Bogumiła,Kaczorowska,Kraśnik,Morozewicza Józefa,1128,95-034
71906693,Jonasz,Strużyna,Wieruszów,Okulistów,861,27-268
228475781,Julian,Iwański,Kowalewo Pomorskie,Palacza Macieja,879,82-957
3103972,Agaton,Semik,Pieniężno,Hezjoda,247,16-484
311035214,Maksyma,Wodzyńska,Szepietowo,Pelargoniowa,252,81-234
18678700,Iwan,Redyk,Łęczyca,Zimorodka,1032,92-631
157224104,Bartosz,Michnik,Świnoujście,Pysońce,624,51-422
198678550,Zygmund,Piętka,Kowal,Dziwnowska,871,63-475
112318226,Hermenegilda,Łazarczyk,Czempiń,Szamarzewskiego Augustyna,212,32-792
425591967,Nika,Krupska,Ujście,Wielkanocna,966,05-555
42793324,Ligia,Wolny,Witkowo,Lekarska,107,42-182
154197111,Ilona,Szymańska,Radomsko,Styki Jana,974,18-827
95725510,Florian,Wilczyński,Piaseczno,Łokietkówny Elżbiety,1296,52-514
447725570,Leonora,Olechnowicz,Zbąszynek,Juraszów,109,81-515
6229799,Basia,Waszkiewicz,Górowo Iławeckie,Szwedzka,844,50-768
93792888,Tadeusz,Wieczorkowski,Torzym,Pątnowska,806,03-738
51896889,Danisława,Sytek,Gorzów Wielkopolski,Kaczmarka Ignacego,1234,74-590
143296434,Kazimiera,Konieczko,Wschowa,Na Niwach,881,81-672
269512565,Marietta,Pospieszalska,Pobiedziska,Świętego Wawrzyńca,468,39-178
333134600,Renarda,Woźniak,Krzywiń,Sochaczewska,700,16-317
575269282,Fatima,Borys,Lwówek Śląski,Armii Krajowej,673,54-246
135101785,Bożydar,Zieliński,Bierutów,Kaplickiego Mieczysława,56,28-265
131907696,Janusz,Narkiewicz,Leszno,Oleśnicka,119,57-403
139513253,Gabriel,Wójcik,Kostrzyn,Zagaje,414,71-090
141260551,Sylwester,Garbowski,Jaworzno,Branicka,508,60-721
168205883,Eryk,Onufrowicz,Maszewo,Bocheńska,259,19-732
433022590,Ludwika,Wodzińska,Błonie,Na Klińcu,214,61-554
33666577,Arek,Gąsiorowski,Świętochłowice,Zaciernie,1251,49-661
189746696,Bolesława,Partyka,Łęknica,Topiarnia,546,94-113
288447764,Honorat,Adamiec,Piotrków Trybunalski,Wojenna,282,84-373
10074846,Cyprian,Bohosiewicz,Ruda Śląska,Broniewskiego Władysława,1354,85-014
267581797,Rudolf,Wójcik,Bielawa,Pod Wierzbami,310,79-923
184170696,Bernarda,Szklarska,Kłobuck,Janiszewskiego Tomasza,241,33-877
18441633,Cezariusz,Ignatowicz,Jastrzębie-Zdrój,Rędzina,226,12-689
537865849,Kamila,Bielecka,Szamotuły,Grabowskiego Ambrożego,951,75-606
59758923,Bogna,Mleczko,Kobyłka,Syreńskiego Szymona,1349,98-690
150829215,Ziemowit,Wielowieyski,Pińczów,Okrężna,444,29-914
182627677,Ryszard,Gogolewski,Sanok,Świętego Wawrzyńca,1085,82-837
5907794,Korneliusz,Kijowski,Suchań,Lidzbarska,1379,64-878
430826417,Leonora,Boguska,Biała Rawska,Podkamyk,564,21-208
144491879,Zenon,Abakanowicz,Kołaczyce,Pawlickiego Stefana,581,44-225
505253042,Ambroży,Grzesiuk,Sosnowiec,Różyckiego Ludomira,358,18-115
219813099,Maciek,Jarczyński,Stryków,Na Błoniach,434,61-101
413537846,Rajmund,Tomankiewicz,Karpacz,Felczaka Wacława,808,79-396
258683618,Tytus,Czech,Glinojeck,Bracka,1230,14-178
437540039,Irena,Żyborska,Wałcz,Begoniowa,945,30-937
460935809,Barbara,Malanowska,Bieżuń,Siewierska,1078,32-043
394359656,Marlena,Olechowska,Sokółka,Ustrońska,794,42-498
3805440,Łucjan,Wolski,Nowy Dwór Mazowiecki,Kwietna,1393,73-273
74045832,Maksymilian,Skubiszyński,Gorzów Śląski,Augustynowicza Jana,682,24-711
147471188,Czesława,Gąsienica,Milicz,Batorego Stefana,1350,85-983
59829417,Józef,Wolny,Praszka,Kajty Franciszka,442,43-819
583257939,Samuela,Bielecka,Ząbki,Familijna,1164,82-933
375430409,Danisława,Halicka,Libiąż,Wallenroda Konrada,61,91-889
104405287,Bogdan,Gadowski,Nowe Brzesko,Sierpińskiego Wacława,1227,19-761
151446917,Lucjan,Kot,Radzionków,Tokarzewskiego Michała,55,38-015
423382432,Diana,Oborska,Kołobrzeg,Bogucianka,1141,47-043
29410021,Donata,Kukiz,Przedecz,Krzyżówki,284,08-983
281429173,Polina,Stępień,Gościno,Świdnicka,184,45-236
31588540,Ewa,Chlebowska,Pionki,Do Obserwatorium,304,66-029
154689865,Huberta,Szajda,Borne Sulinowo,Bardosa,1320,16-559
29988956,Marcella,Kaczmarska,Okonek,Gersona Wojciecha,103,83-450
209101008,Gracja,Dziadosz,Oleśnica,Na Szaniec,1072,07-569
28550685,Piotr,Wieczorkowski,Ińsko,Modlińska,84,88-400
56482384,Kostek,Koszewski,Kietrz,Gąsiorowskich,710,97-607
86840650,Wincenty,Szablewski,Pyskowice,Światopełka,510,72-806
6384066,Berta,Brodowicz,Modliborzyce,Moniuszki Stanisława,1330,45-216
245006761,Kasia,Siudek,Baranów Sandomierski,Zaszkolna,614,67-038
15948267,Julian,Zielonko,Przecław,Na Grabinach,421,92-736
206792624,Zenon,Majerski,Sępopol,Murarska,1051,66-522
475368917,Faustyna,Sochacka,Jedlina-Zdrój,Estery,964,39-559
36652954,Rafał,Netkowski,Borek Wielkopolski,Stoigniewa,931,46-856
476536029,Krystyna,Podsiadło,Radzionków,Lisowskiego Zygmunta,1052,77-141
47349579,Diana,Piechota,Żelechów,Pionierów,349,40-563
173687116,Olaf,Kotowicz,Goniądz,Lubicz,280,57-329
205575978,Józefa,Trzebiatowska,Prószków,Komuny Paryskiej,770,92-054
4094038,Tomasz,Stępień,Żywiec,Solvaya Ernesta,1343,33-178
183337753,Arek,Maculewicz,Korsze,Królówka,853,75-187
29385266,Maria,Imielińska,Olsztyn,Trzebawska,1060,79-254
105819822,Augustyn,Rymkiewicz,Radłów,Poniecka,1037,80-024
35577972,Sławomir,Suchecki,Nowy Tomyśl,Zielińska,244,98-792
86992773,Wojciech,Zając,Łaszczów,Andaluzyjska,15,98-392
6323248,Bożysław,Olszowski,Błażowa,Wiechowicza Stanisława,1329,46-274
462212529,Eryka,Dębińska,Zabrze,Tołstoja Lwa,512,48-359
67086041,Krystian,Kijowski,Skaryszew,Estreicherów,513,78-080
363442250,Norberta,Zaremba,Daleszyce,Sitowiny,625,85-670
9054354,Irena,Sarnowska,Leśna,Eisenberga Filipa,1271,37-564
260174064,Roksana,Kraszewska,Dąbrowa Białostocka,Rataje Rondo,1205,55-193
50486325,Andżela,Świerczewska,Oświęcim,Banacha Stefana,41,36-264
492724532,Adelajda,Podsiadło,Strumień,Krępy Aleksandra,1177,60-023
104908197,Alina,Szabelska,Mrozy,Szopkarzy,743,34-774
102244198,Aldona,Jaśkiewicz,Legnica,Ptasia,66,78-148
21289502,Wacława,Gołębiewska,Krosno Odrzańskie,Krotoszyńska,649,48-355
123236249,Magda,Mazurek,Tomaszów Lubelski,Twaroga Franciszka,532,85-161
558577440,Adria,Roguska,Zakroczym,Lande Jerzego,1336,04-779
176495637,Ksawery,Szpanowski,Baborów,Łupowska,239,56-811
6390753,Ludwika,Zawisza,Lądek-Zdrój,Tucholska,200,98-615
368406114,Lilka,Pankiewicz,Szadek,Zdobywców Monte Cassino,298,30-007
11826506,Ziemowit,Moraczewski,Mikołów,Powstańców,976,19-120
243467248,Bartek,Czyszek,Prochowice,Bojerowa,245,19-204
462380612,Bartłomiej,Jagiełło,Mrocza,Kaczmarczyka Alojzego,22,40-138
179804,Adrian,Stajer,Barlinek,Godlewskiego Emila,1204,16-752
30285963,Jerzy,Czachor,Gdynia,Bielniki,889,02-922
692236,Celina,Świerczyńska,Łęczna,Wiślna,232,47-635
216892342,Irek,Wilkoszewski,Żelechów,Kanonierów,593,71-720
38946053,Czesław,Bagiński,Pruchnik,Kleczewska,1324,77-679
40894187,Tomek,Przypkowski,Nowe,Przyszłości,1354,78-533
47663450,Artur,Olszewski,Wielichowo,Kormoranów,824,46-603
203053571,Seweryn,Jurczyk,Ożarów,Zawieyskiego Jerzego,536,57-842
422317192,Ludwika,Narkiewicz,Lipsk,Żarnowa,234,38-895
35580781,Krzesimir,Bielecki,Uniejów,29 Listopada,272,99-759
11688530,Mirosława,Żmuda,Orzesze,Amazonek,887,87-475
15843838,Maksymilian,Józefowicz,Imielin,Trzebawska,54,83-155
1099495,Jan,Czech,Świecie,Droga Nad Białuchą,867,71-941
304843396,Alek,Maculewicz,Grabów nad Prosną,Pszczyńska,590,95-733
226692376,Sobiesław,Mrozowski,Nowa Dęba,Bojowa,543,30-949
193508510,Artem,Gierymski,Pionki,Przedwiośnie,252,84-283
27184165,Izrael,Porowski,Kamień Pomorski,Rysia,332,76-565
36443188,Bruno,Kozłowski,Piwniczna-Zdrój,Gryfińska,1015,77-499
296738429,Hipolita,Kwiatkowska,Żabno,Władysława Jagiełły,732,05-998
16572101,Liliana,Narzymska,Koprzywnica,Stawisko,519,67-867
15607946,Apoloniusz,Andrzejak,Łęknica,Wysockiej Stanisławy,78,04-021
133686340,Edyta,Różańska,Korfantów,Wierchowa,1376,67-014
34346185,Pamela,Makowska,Kępice,Kępińskiego Antoniego,234,76-314
201338715,Blanka,Gombrowicz,Kościerzyna,Kwiatowa,975,72-842
11647908,Gabryjel,Pilarz,Dobczyce,Stobrawska,396,12-053
47923671,Sandra,Szołtysek,Ziębice,Libelta Karola,1246,15-332
16940442,Sara,Słowakiewicz,Reda,Pelplińska,1132,71-911
565122140,Gloria,Witczak,Tuliszków,Rejtana Tadeusza,1171,50-992
207775532,Roksana,Kot,Więcbork,Faszynowa,650,52-524
152711982,Szymon,Rybiński,Uniejów,Hurtowa,287,70-720
78810817,Bogumiła,Szczytko,Uniejów,Majowa,490,12-358
504731427,Leona,Mączyńska,Kańczuga,27 Grudnia,1034,27-969
332889158,Sławomira,Ambroziak,Sandomierz,Tarczowa,877,93-000
50790871,Nikola,Witczyk,Piotrków Trybunalski,Dobra,51,79-354
420956586,Aleksy,Tyszka,Warta,Góra Przemysła,797,05-102
423534826,Jagna,Dobrzyńska,Trzciel,Szeligowskiego Tadeusza,1016,89-093
29623380,Bartosz,Dołęga-Zakrzewski,Głogów Małopolski,Cichy Kącik,201,94-589
141646552,Hugo,Jabłoński,Toszek,Darniowa,1203,72-342
24922129,Amelia,Korzeniak,Nekla,Kmicica,115,82-952
8600860,Jagna,Winnicka,Kórnik,Fałęcki Rynek,575,58-063
142045140,Maciek,Kamieński,Gościno,Kozia,185,38-782
11357670,Irena,Matuszewska,Człopa,Zakarnie,1133,58-707
422605166,Bożenna,Walczak,Torzym,Goslara Juliana,656,55-485
20378296,Aurelia,Wodzińska,Hajnówka,Stręcka,576,50-601
225927602,Mieszko,Moskal,Koszalin,Mieczykowa,273,59-525
132079562,Tytus,Damboń,Otmuchów,Podkamyk,715,25-352
421717672,Grażyna,Opasińska,Myślibórz,Botewa Christo,1110,79-451
16114714,Klaudiusz,Dancewicz,Nowy Targ,Nowakowskiego Stanisława,242,13-265
95144481,Izabela,Milewska,Lubsko,Jagiellońska,1374,29-259
82467953,Darzybór,Golka,Błaszki,Urocza,755,81-789
354148965,Krzesimir,Kijański,Jaworzno,Cisowa,49,74-999
136445877,Melania,Raczyńska,Leszno,Zimowa,1065,86-410
131256490,Radomiła,Purcelewska,Działoszyce,Banacha Stefana,649,95-901
194860346,Hipolit,Rutowicz,Lubień Kujawski,Jasełkowa,765,89-139
31728075,Henrieta,Wruk,Kwidzyn,Krzywickiego Ludwika,139,50-759
273854954,Iwa,Szpanowska,Oława,Szafirowa,368,84-681
38858879,Magda,Krasińska,Chocianów,Chanieckiej Heleny,841,47-492
139571044,Jaromir,Klimaszewski,Pruszków,Wesele,682,08-589
20343299,Daromir,Ciechanowski,Piotrków Kujawski,Lubczykowa,378,68-787
93262765,Waldemar,Ciechanowski,Lubsko,Trzebiatowska,569,23-057
298109384,Karina,Kuraś,Chełmno,Żarnowa,688,63-491
458382651,Celestyn,Ramotowski,Lwówek,Widok,134,89-734
23046321,Julita,Kwiatkowska,Chełmek,Studencka,1152,88-882
63682614,Kunegunda,Majerska,Końskie,Pysońce,352,71-184
35214030,Marcel,Lemański,Mrągowo,Stwosza Wita,628,57-550
543209681,Mieczysława,Witkowska,Wojkowice,Wiosny Ludów,799,98-018
64282475,Jan,Morawski,Nowogard,Szczytnicka,490,47-741
231461834,Katarzyna,Wołk-Lewanowicz,Słupsk,Bonin,674,32-192
575710663,Czesława,Kowalska,Zator,Władymira,356,76-221
27557863,Marta,Gąsiorowska,Olesno,Łuszczkiewicza Władysława,1328,79-815
341495161,Gabriel,Matuszewski,Chociwel,Kochanowskiego Jana,1344,23-222
128299138,Iwon,Stępień,Stary Sącz,Bardosa,243,11-749
161661331,Gniewko,Wojtaczka,Suwałki,Bankowa,823,86-610
49822049,Adria,Hernik,Wojkowice,Lubrańskiego Jana,1002,18-525
152006508,Oliwier,Wesołowski,Orzesze,Nad Potokiem,1366,82-504
4802751,Augustyn,Firląg,Suraż,Wołczyńska,411,12-458
23991238,Anna,Redyk,Wieluń,Meliorantów,1365,58-677
1723805,Maksymilian,Moraczewski,Tczew,Grąby,686,40-807
195278039,Dagmara,Cichy,Wilamowice,Estreicherów,70,50-097
36526007,Iga,Platajs,Trzcińsko-Zdrój,Okrzei Stefana,1318,15-609
329165703,Wiesław,Kuraś,Ząbkowice Śląskie,Kartuska,692,62-595
181671292,Gloria,Jabłońska,Głogów Małopolski,Bociania,844,33-012
652557516,Bogna,Syrewicz,Sokołów Podlaski,Kleinera Juliusza,879,25-159
45851070,Maksym,Teodorowicz,Kętrzyn,Roosevelta Franklina,174,23-350
10887402,Longin,Józefowicz,Strzyżów,27 Grudnia,11,64-291
401704628,Ildefonsa,Maniura,Radymno,Wołczyńska,403,38-615
102066196,Teresa,Świnarska,Rydułtowy,Świętego Piotra,1003,49-210
64056315,Grażyna,Frankowska,Chociwel,Morzyczańska,789,62-051
32769373,Zbigniew,Stępkowski,Bolków,Mariampolska,178,39-131
171548664,Zenon,Perkowski,Kalisz Pomorski,Kopy Andrzeja,672,90-800
159312207,Anastazy,Grzesiak,Kazimierza Wielka,Rodzinna,983,60-419
108999935,Napoleon,Korzeniak,Chociwel,Sycowska,642,52-154
70668719,Anatol,Czerwiński,Sępopol,Turystyczna,169,69-741
50675620,Juliusz,Larek,Biała Piska,Centkiewiczów,799,95-470
303657188,Benedykt,Kołodziejski,Braniewo,Synów Pułku,952,66-040
54142101,Melania,Ryndak,Mikołajki,Macierzanki,915,11-015
